site_code;site_name;type_name;region_name;Chronology;data_valid_start;data_valid_end;weight;sampling_notes;extra_notes;short_ref;culture_type;x;y;Triticum aestivum/durum;Triticum dicoccum;Triticum monococcum;Avena sp;Hordeum vulgare;Panicum milliaceum;Secale cereale;Setaria italica;Sorghum bicolor;Cerealia ind;Leguminosae;Lens culinaris;Pisum sativum;Vicia faba;Vicia sativa;Vicia sp;Lathyrus cicera/sativus;Cicer aretinum;Cornus mas;Corylus avellana;Ficus carica;Fragaria vesca;Juglans regia;Castanea sativa;Malus domestica;Olea europaea L;Prunus cerasus;Prunus avium;Prunus sp;Prunus persica;Prunus domestica;Prunus spinosa;Rubus fruticosus;Pyrus communis;Sambucus nigra;Cucumis melo;Vitis vinifera;Linum usatissimus;Sorbus sp
198;Salapia, area botteghe, US 2437;Urban;Puglia;EMA;7;7;1.0000;"Salapia, area botteghe, US 2437 - 7th c.; Water-sieving (0.5mm - 5mm); Most of the remains have been preserved thanks to charring, some of them are mineralised. Most of the US have been contaminated by modern Polygonaceae seeds";Anthraco remains available;Fiorentino et al 2022;Early Medieval;15.997292733316364;41.400097003336256;1;;;1;;;;;;22;1;;;;;;;;;;;;;;;4;;;;;;;;;;;;;
199;Salapia, area conceria, US 2054;Urban;Puglia;EMA;5;6;0.5000;"Salapia, area conceria, US 2054 - 2nd half of 5th c. - 6th c. CE; Water-sieving (0.5mm - 5mm); Most of the remains have been preserved thanks to charring, some of them are mineralised. Most of the US have been contaminated by modern Polygonaceae seeds";"Anthraco remains available; 12 unid";Fiorentino et al 2022;Early Medieval;15.997366453388821;41.399715738794626;;1;;;;;;;;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;3;;
199;Salapia, area conceria, US 2211-2217;Urban;Puglia;EMA;7;7;1.0000;"Salapia, area conceria, US 2211-2217; Water-sieving (0.5mm - 5mm); Most of the remains have been preserved thanks to charring, some of them are mineralised. Most of the US have been contaminated by modern Polygonaceae seeds";"Anthraco remains available; 7 unid";Fiorentino et al 2022;Early Medieval;15.997366453388821;41.399715738794626;;;;;8;;;;;16;;2;;;;;;;;;;;;;;13;;;;;;;;;;4;1;;
199;Salapia, area conceria, 8th-9th c.;Urban;Puglia;EMA;8;9;0.5000;"Salapia, area conceria, 8th-9th c. (US 2006, 2014, 2013, 2016,2058, 2059); Water-sieving (0.5mm - 5mm); Most of the remains have been preserved thanks to charring, some of them are mineralised. Most of the US have been contaminated by modern Polygonaceae seeds";"Anthraco remains available; 24 unid";Fiorentino et al 2022;Early Medieval;15.997366453388821;41.399715738794626;2;6;3;;;;;;;56;7;1;;;;2;;;;;;;;;;28;;;;;;;;;;;20;;
196;Faragola, wastepit 61;Rural site, villa;Puglia;EMA;7;7;1.0000;Faragola, wastepit 61, US 1807+1852+1853 (no seeds);"Anthraco remains available; 9 Cereals are 1 Lolium sp. and 7 varieties of Hordeum sp. (wild species)";Caracuta et al 2012;Lombard;15.560001469193985;41.22830663491206;;5;;;1;;;;;9;;;;;;1;;;;;;;;;;9;;;;;;;;;;;8;;
196;Faragola, wastepit 66;Rural site, villa;Puglia;EMA;7;7;1.0000;Faragola, wastepit 66 (USS 1842, 1843, 1846);"Anthraco remains available; ";Caracuta et al 2012;Lombard;15.560001469193985;41.22830663491206;34;6;;4;18;;;;;20;6;12;32;;;19;8;;;;;;;;;18;;;;;;;;;;;10;;
212;Cognento;Rural;Emilia-Romagna;EMA;6;7;0.5000;From a hiding well. 4 samples dated to the end of the 6th c. to the first half of the 7th c. CE. Sample 10 (US 6) is at 8.9m of depth. Sample 11 (Us 7) is at 9.6m of depth. Sample 12 (US 8) is at 9.9m depth. Sample 13 (US 9) is at 10.1m depth.;Other taxa are available in the publication. The predominant taxa here is herbal (80 herbal taxa vs 18 wooden taxa). The index of anthropization is always >70%;Bandini Mazzanti et al 1999;Early Medieval;10.871068079319562;44.63471884641742;11;;;1;1;20;2;;;;;3;;;;1;;;;1;11;;25;;6;;;;;;1;6;219;9;694;;130;2;3
215;Miranduolo, village phase;Rural;Toscana;EMA;8;9;0.5000;"Miranduolo. Period VII: a late Lombard curtes/village. Second half of the 8th c. - early 9th c. Data from Area 3 - US 183 and Area 8 - US 320 (the filling of a granary silos - sample of 20 l); Not clear in the publication how big is the sample of A3-US 183. Despite this, the sampling strategy has been described thoroughly. Flotation has been used with sieves of 4, 2, 1, 0.5 and 0.25mm. After the material was dry, it has been sieved again in sieves of 0.5mm. The authors separated the fragments from the entire seed. In this database entry only entire seeds have been reported. I also reported Triticum aest. and Triticum cfr Aest in the same column. Triticum cfr. have been reported under cerealia";"Anthraco remains available (for other phases). From Buonincontri et al 2014: The presence of valuable crops such as T. aestivum/durum and V. faba suggests continuity with the agricultural tradition of the Roman world. Already from the 8th century A.D. the inhabitants were able to produce good quality yields on unfavourable soils, thanks to careful cultivation techniques.
The constant presence of hardier cereals such as T. monococcum, Hordeum, Secale and P. miliaceum shows the will to grow a wide range of crops in order to manage any bad harvests, and it indicates the inhabitants’ aware- ness of the low agricultural potential of the land. T. monococcum can be considered a ‘‘cultural’’ element of Lombard crops.";Buonincontri et al 2014;Lombard;11.079989431456067;43.120523086437785;200;12;115;47;12;28;2;;;60;2;;;7;;1;1;;;;;;;;;;;;;;;;;;;;;;
215;Miranduolo, manor phase;Rural;Toscana;EMA;9;10;0.5000;"Miranduolo. Period VI: development of the curtes. Early 9th - Late 10th c.; This database entry reports the sum of seeds found in granary pit fillings. Hut C28 (Silo pit), Storehouse C01 (Storing surface), Ditch F06 (Collapse), Storehouse C12 (Storing surface), Storage area SF11 (Silo pit A, B, C, D); I included in the counts of cereals only the husked/naked wheat counts, the rachises/spikelets are excluded.";"Anthraco remains available. From Buonincontri et al 2014: In the Carolingian period, the reduction of T. mono- coccum in favour of more productive crops such as Secale and Hordeum indicates a further improvement of produc- tive capacity as also confirmed by the appearance of luxury fruit trees. The final phase of the Carolingian empire and of the period under a feudal economic system is characterized by greater attention to an economy devoted to achieving a production surplus.; Morphometric analysis validated the supposed improvements of the productive processes from the village to the manorial phase and the following significant loss of importance of T. monococcum. This confirmed the cultural significance of this crop in the Lombard period.";Buonincontri et al 2014;Frankish;11.079989431456067;43.120523086437785;14124;147;361;116;1278;306;1798;219;2;1432;36;2;3;4498;4;18;31113;;;;;;1;19;;;;;;4;;;;;;;33;;
215;Miranduolo, castle phase;Castle;Toscana;EMA;10;11;0.5000;"Miranduolo, Period V: Castle Phase (in mixed material). Late 10th - first half of the 11th c.; Authors used a grid system in the areas Storehouse EDM04 (storing surface, US 558), Storehouse C12 (storing surface, US 1103, 1193) , Crop proc. area SF08 (floor - US 1153)";Anthraco remains available. ;Buonincontri et al 2014;Medieval;11.079989431456067;43.120523086437785;11805;485;1824;292;3148;933;9811;193;;5578;96;;4;1973;110;33;153;22;;;;;;10;4;;;;13;3;;;;;;;34;;
219;Montegibbio, Period 2, Phases II-III-IV;Rural site, villa;Emilia-Romagna;EMA;4;6;0.3333;Montegibbio, Period II, III, IV: 4th c. - 6th c. CE;Other taxa available. Density (US 7 - 4th c.) 14 seeds / l, (US 95 - 4th - 6th c.) 5 seeds / l, (US 74 - early 4th c. ) 16 s/l ;Bandini Mazzanti et al 2010;Late Roman;10.785917381199157;44.51343035419405;7;1;;;3;;;;;4;5;;;;;;;;;;;;3;;;;;;;;;;;;;;16;;
234;Colle Castellano, Phase 3-4;Urban;Molise;EMA;10;11;0.5000;Colle Castellano, Montaquila, 10th-11th c. CE;"Sample size from 5l to 20l. Samples processed by flotation onto a 0.5 mm mesh sieve with an internal mesh size of 1mm for the residues. Both the flots and residues were dried. All the botanical remains were preserved by charring.; Of the 55 Cerealia und., 11 are Triticum sp.";Hodges et al 2006;Medieval;14.111965302686905;41.55669229775053;20;;;;24;231;;;;55;14;;;1;;;3;;;;2;;;;;;;;;;;;;;;;2;;
248;Peveragno, loc. Castelvecchio;Castrum;Piemonte;EMA;3;6;0.3333;Peveragno, loc. Castelvecchio;Could not make a better chronological division since the author specified the US but not the chronology of those. Anthracological remains are also available, as well as a very small sample with a protostoric chronology. ;Motella de Carlo 1995;Early Medieval;7.647035828225136;44.31064156531865;82;9;;1;4;;197;1;;15;13;;5;10;2;9;;;;;;;5;;;;;;;;;;;;1;;;;
177;San Vincenzo al Volturno, kitchen area;Religious, monastery;Molise;EMA;9;9;1.0000;S. Vincenzo al Volturno, Kitchens;;Pinchetti 2021;Early Medieval;14.087630727003582;41.64988907359276;40;50;;;35;;;;;;;40;;;;300;;;;50;;;320;;;20;;;;;;;;;;;1428;;
101;Supersano, loc. Scorpo;Rural;Puglia;EMA;7;8;0.5000;Supersano, loc. Scorpo, 7th-8th c., US 204;"The data might be too scarce, but we can still use it for Presence/Absence; Mesh 3mm to 0.1mm";Grasso 2011;Byzantine;18.23607367470956;40.03794944922776;3;;;2;3;;;;;;;;;;;;;;1;;2;;;;;1;;;;;2;;;;37;;1204;;
250;Apigliano, 9th-10th c., pits;Rural;Puglia;EMA;9;10;0.5000;Apigliano, 9th - 10th c. ;"The data might be too scarce, but we can still use it for Presence/Absence; Mesh 3mm to 0.1mm";Grasso and Fiorentino 2009;Byzantine;18.269140461849993;40.20095884213332;1;;;;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;
250;Apigliano, 10th-11th c., pits;Rural;Puglia;EMA;10;11;0.5000;Apigliano, 10th-11th c. - from pits and silos;"The data might be too scarce, but we can still use it for Presence/Absence; Mesh 3mm to 0.1mm";Grasso and Fiorentino 2009;Byzantine;18.269140461849993;40.20095884213332;2;;;;1;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
196;Faragola, granary A7;Rural site, villa;Puglia;EMA;7;8;0.5000;Faragola, Saggio IV, A7 (Granary);"75 of Cerealia are Hordeum disticum; Vicia sp. is Vicia ervilia in this context";Caracuta et al 2014;Lombard;15.560001469193985;41.22830663491206;29;2;;37;288;;;;;110;2;;16;;;214;;;;;;;;;;;;;;;;;;;;;;;
196;Faragola, granary A8;Rural site, villa;Puglia;EMA;7;8;0.5000;Faragola, Saggio IV, A8 (Granary);"15 of Cerealia are Hordeum disticum; ";Caracuta et al 2014;Lombard;15.560001469193985;41.22830663491206;1140;22;;;45;;;;;15;;;;;;2;;1;;;;;;;;1;;;;;;;;;;;;;
252;Ferrara, Corso Porto Reno, 950-1050;Urban;Emilia-Romagna;EMA;10;11;0.5000;Ferrara, Corso Porto Reno, 950-1050 CE. Phases I–III, contexts: 2624, 2643, 2543, 2597, 2599, 2645, 2640, 2659, 2395, 2122, 1703.;"Most of the samples date to the suburban townhouse phase. The house had a vegetable garden; I could not access the original publication, but I have access to a publication (Goodson 2021, p.112) that provides a list of taxa found in the excavation. The context and litres are also provided in Bosi, G., Mercuri, A.M., Mazzanti, M., 2009. Plants and Man in urban environment: the history of the city of Ferrara (10th - 16th cent. A.D.) through its archaeobotanical records. Bocconea 23, 285–300.; Also Vegetables, aromatics found.";Goodson 2021;Medieval;11.61812414224335;44.83446804629176;1;1;;1;1;1;;1;1;;;1;1;;;1;;;1;1;1;1;;1;;;1;1;1;1;1;1;1;;1;;;1;1
253;Sant'Agata Bolognese, 10th-11th c.;Castrum;Emilia-Romagna;EMA;10;11;0.5000;Sant'Agata Bolognese, 10th-11th c.;;Bosi et al 2014;Early Medieval;11.162317510736269;44.691806682834574;253;109;112;5;54;236;2;2;21;;;2;7;193;;;23;;3;1;262;;;;;;1;;;1;1;;;;;;29;;
13;S. Michele di Trino, Phase IV, 10th-11th c.;Urban;Piemonte;EMA;10;11;0.5000;S. Michele di Trino, Phase IV, 10th-11th c.: Courtyard with hearths and wooden structures: TSM 1987 US 198;;Nisbet 1999;Medieval;8.304962373728886;45.19673507552628;89;;;;297;1;883;;;533;;3;1;108;;6;5;;;;;;;;;;;;;;;;;;;;;;
13;S. Michele di Trino, Phase IVb, 9th-10th c.;Urban;Piemonte;EMA;9;10;0.5000;S. Michele di Trino, Phase IVb, 9th-10th c.: US 118-47;118 out of 131 cerealia is Triticum sp., 1 Leguminosae is actually a Lens esculenta;Nisbet 1999;Frankish;8.304962373728886;45.19673507552628;227;;;81;36;1826;783;;;131;1;;8;19;;;;;;;;;;;;;;;;;;;;;;;;;
249;Villa Magna, Byzantine phase, 6th-7th c.;Rural site, villa;Lazio;EMA;6;7;0.5000;"Villa Magna, Byzantine Phase, 6th-7th c.; US 5107, 5138; Sieving method: Flotation tank from 1mm to 0.3mm mesh size.";The bibliographical reference for this entry indicates where the counts have been reported. However, the seed identification was performed by Kevin Williams and Lucy Allott. Charcoal analysis is also present in the text.;Veal and Williams 2016;Byzantine;13.112407048036301;41.68141381604245;2;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;
285;San Bartolomeo de Castelàz;Rural;Lombardia;EMA;9;10;0.5000;"San Bartolomeo de Castelàz, 9th-10th c. CE. Some samples have been wet-sieved (mesh 0,5mm), other samples have been dry sieved (7-4-2-1-0,5 mm) as they were too fragile. Excavations of 2000, 2002, 2003. Stratigraphic units (SU): US 103,
111, 114, 117, 140, 141, 150";"[Extra] The counts in this entry are the sum of the species + the cfr. (e.g. Hordeum vulgare + Hordeum sp. ). Fragments are reported as a single unit.
 Triticum sp. reported as 'Cerealia'; Cerealia: +4 Secale/Triticum, +2 Triticum dicoccum/durum, + 67 Triticum sp., +39 Hordeum/Triticum, +10 Hordeum/Lolium, +3 Panicum/Setaria, +2 Triticum monococcum/dicoccum, +1 cfr.
 Sorghum sp., +1114 'Cerealia'; LEGUMINOSAE 5 Pisum sp. +27 Leguminosae + 1 Leguminosa tip. 'Medicago', OTHER +2 Linus sp.; Other plants available (weeds).; Castanea counts are skewed by the fragmentation, but there are also many unfragmented.
 
 
 Anthracological remains also available.";Castiglioni 2009;Frankish;10.355106611391221;46.391948698513126;1277;31;1;61;3419;74;115;36;;1242;52;;16;111;;;4;2;;26;;;381;682;;;;;;;;;4;;;;;2;
286;Chiari, piazza Zanardelli;Urban;Lombardia;EMA;8;9;0.5000;Chiari, 8th-9th c. CE [INCOMPLETE REPORT];"This entry is a presence/absence entry of cereals, as reported in ""Castiglioni Rottoli 2013 - Broomcorn millet, foxtail millet and sorghum in north Italian Early Medieval sites"". The publication this entry refers to does not contain quantitative data, whereas the Castiglioni and Rottoli 2013 (In: PCA) reports Present/Abundant/Dominating. I coded this presence as 1/Present, 2/Abundant, 3/Dominating";Breda et al 2011;Frankish;9.928872599867887;45.53666701893512;3;1;1;1;3;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;Collegno;Rural;Piemonte;EMA;6;7;0.5000;Collegno, 6th-7th c. Although the site is famous for the necropolis, this entry only consists of seeds from the rural village.;[Extra] Cerealia (1 Cerealia, 3 Panicum/Setaria, 2 cfr Panicum/setaria), +20 Poaceae;Castiglioni et al 2004;Early Medieval;7.574410172822639;45.085015972528915;1;;;;;1;;;;6;;;;;;2;;;;;;;2;14;;;;;;;;;;;;;21;;
291;San Candido, Municipio, Early Middle Ages;Rural;Trentino-Alto Adige/Südtirol;EMA;6;10;0.2000;San Candido/Littamum, Municipio, US 3 s.47, s.48. Storages of Oats and Barley;"Note on chronology: The authors only specified ""Early Medieval"", and the archaeobotanists just received the sampling so there was no sampling strategy in action. The sample was then attributed to the 6th-10th c. CE with a very low weight (0.2).; Avena is Avena sativa (cultivated); [EXTRA] Cerealia (7 Triticum sp, 6 Triticum/Hordeum, 2 Triticum sp., 8 Hordeum/Avena, 2 Tr. dicoccum/durum the rest is Cerealia), weeds are provided";Castiglioni 2005;Early Medieval;12.282911634472368;46.73264513004835;44;3;;2894;5708;;41;;;508;;1;1;;;15;;;;;;;;;;;;;;;;;;;;;;;
290;San Candido, Casa dell'Organista, Early Medieval age;Rural;Trentino-Alto Adige/Südtirol;EMA;7;8;0.5000;"San Candido/Littamum, Casa dell'Organista, Early Medieval layers: US 5 (posthole), 16 (wastepit; Burial Radiocarbon dated 697 +- 90 CE)";Cerealia (1 Hordeum/Avena, 13 Triticum sp, the rest is Cerealia);Castiglioni 2005;Early Medieval;12.282496938200017;46.73325290821929;3;9;;11;14;;20;1;;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;Parma, Piazza Garibaldi/via Cavestro;Urban;Emilia-Romagna;Ma;10;11;0.5000;waterlogged;"Urban cesspit: this explains the overabundance of some taxa; I excluded some Robus, wetplants and ruderals";Bosi et al 2012;Medieval;10.326509377765523;44.80082986532667;218;40;115;;39;37;54;;;9;;;3;20;;;;;9;5;8978;519;13;;236;;114;1107;;136;210;201;724;12;4;87;26495;;338
23;Nogara, Mulino di Sotto;Rural;Veneto;Ma;9;11;0.3333;;More cereals included;Castiglioni and Rottoli 2011;Medieval;11.057640162306127;45.17845974019079;69;8;28;;12;21;34;7;24;107;;9;1;9;9;;4;;1;11;;;21;1;7;;;;17;16;6;11;19;;3;;1453;;1
25;Finalborgo;Urban;Liguria;Ma;10;11;0.5000;;anthracological analyses available in the same text;Arobba 2003;Medieval;8.329968465525209;44.175902068140466;1;;;1;;;;;;;;;;;;;;;;1;170;;1;;;;;;;;2;;1;;23;;19;;
26;Sarzana, Pieve di S. Andrea;Religious;Liguria;Ma;11;11;1.0000;from the craft area of a bell furnace;;Castelletti 1975;Medieval;9.960947973721732;44.1132811531059;;;;;5;;;;3;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;
96;Anguillara Sabazia, Mura di Santo Stefano, Phase 4;Urban;Lazio;Ma;9;11;0.3333;"from a ditch;wet-sieved; only a small quantity air-sieved";"The authors did not provide the counts for each taxon. I will report in this field the counts that have been provided, although the rest of the row will contain percentages. This solution was adopted to make this entry comparable to the rest.
T. monococcum: 38; T. dicoccum: 1502; Avena sp. 35; Hordeum v.: 2515; Secale c.: 442; Lens c.:15; Cicer aretinum: 63; Vitis v.: 1";Costantini et al 1983;Medieval;12.258645754824592;42.07066560947221;56.39;6.4;0.15;0.09;16.02;1.09;1.81;;;;2.38;0.04;;7.03;;1.43;1.3;0.84;;;;;;;;;;;;;;;;;;;;;
117;Rocchette Pannocchieschi;Castle;Toscana;Ma;10;11;0.5000;end of 10th - 11th;;Buonincontri et al 2017;Frankish;10.891856593036943;43.04839767718219;208;1;;;3;;;;;;;3;4;;4;1;1;;;;;;;;;;;;;;;;;;;;;;
127;Montegrotto Terme, via Neroniana, Silos (US 4131);Rural;Veneto;Ma;11;11;1.0000;mostly mineralised, a small part charred. Low concentration (10 s/f per l);From Table 10. Other plants are included in the list: ruderals, wetland plants, alia.;Maritan 2012;Medieval;11.793363508103882;45.3231475589978;;;;;2;2;;2;15;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;4;3;1
127;Montegrotto Terme, via Neroniana, hut (US 2004-2019);Rural;Veneto;Ma;11;12;0.5000;mostly mineralised, a small part charred. Low concentration (10 s/f per l);From Table 10. Other plants are included in the list: ruderals, wetland plants, alia.;Maritan 2012;Medieval;11.793363508103882;45.3231475589978;7;;1;;8;3;;;;25;;3;;;;;;;;2;;;;;;;;;;1;;1;;;2;;59;6;
