ID;Site;Culture;Type;Chronology;Geo;weight;Region;Macroregion;From Century;To Century;Reference;X;Y;Pigs;Cattle;Caprine;Dom. Fowl;Edible W. Mammals;Fish;Mollusca;Unedible Dom. Mammals;Unedible Wild Mammals
200;Salapia, pit filling, US 1137;Early Medieval;Urban;EMA;Coast;0.5000;Puglia;Southern Italy;6;7;De Venuto and Pizzarelli 2022;15.997292733316364;41.400097003336256;1;8;11;3;0;1;;0;0
196;Faragola, second mid 6th c.;Early Medieval;Rural site, villa;EMA;Plain;1.0000;Puglia;Southern Italy;6;6;Buglione 2007;15.560001469193985;41.22830663491206;65;139;208;14;0;0;;0;0
201;Belmonte, L5-6;Early Medieval;Religious;LR;Hill;0.5000;Puglia;Southern Italy;5;6;Buglione 2007;16.601131275065953;40.83616198957718;20;27;23;3;0;0;;0;0
201;Belmonte, L5-6;Early Medieval;Religious;EMA;Hill;0.5000;Puglia;Southern Italy;5;6;Buglione 2007;16.601131275065953;40.83616198957718;20;27;23;3;0;0;;0;0
202;San Giorgio;Late Roman;Rural;LR;Plain;0.5000;Puglia;Southern Italy;5;6;Buglione 2007;17.882864068782972;40.59923068343304;36;35;58;2;7;0;;0;0
202;San Giorgio;Late Roman;Rural;EMA;Plain;0.5000;Puglia;Southern Italy;5;6;Buglione 2007;17.882864068782972;40.59923068343304;36;35;58;2;7;0;;0;0
196;Faragola, L6-L7/E8;Early Medieval;Rural site, villa;EMA;Plain;0.3333;Puglia;Southern Italy;6;8;Buglione 2007;15.560001469193985;41.22830663491206;143;104;282;64;0;0;;0;0
201;Belmonte, 7-E8;Early Medieval;Religious;EMA;Hill;0.5000;Puglia;Southern Italy;7;8;Buglione 2007;16.601131275065953;40.83616198957718;23;18;57;5;0;0;;0;0
209;Vagnari, Phases 2-3;Roman;Rural;R;Hill;0.2500;Puglia;Southern Italy;1;4;MacKinnon 2011;16.274555989653205;40.83289782302369;65;34;68;2;8;0;44;2;0
209;Vagnari, Phases 2-3;Roman;Rural;LR;Hill;0.2500;Puglia;Southern Italy;1;4;MacKinnon 2011;16.274555989653205;40.83289782302369;65;34;68;2;8;0;44;2;0
209;Vagnari, Phase 4;Late Roman;Rural;LR;Hill;0.5000;Puglia;Southern Italy;4;5;MacKinnon 2011;16.274555989653205;40.83289782302369;255;80;332;15;2;0;56;33;0
209;Vagnari, Phase 5;Early Medieval;Rural;EMA;Hill;0.5000;Puglia;Southern Italy;6;7;MacKinnon 2011;16.274555989653205;40.83289782302369;50;10;39;2;0;0;;1;0
210;Otranto, Phase 1;Roman;Necropolis;R;Coast;0.3333;Puglia;Southern Italy;-1;1;Cartledge et al 1992;18.48976365341554;40.1459778727142;1;;1;0;0;0;5;0;0
210;Otranto, Phase 2;Roman;Necropolis;R;Coast;0.5000;Puglia;Southern Italy;1;2;Cartledge et al 1992;18.48976365341554;40.1459778727142;10;;6;1;0;0;18;0;0
210;Otranto, Phase 3;Early Medieval;Urban;LR;Coast;0.2500;Puglia;Southern Italy;4;7;Cartledge et al 1992;18.48976365341554;40.1459778727142;93;141;127;35;10;0;51;199;36
210;Otranto, Phase 3;Early Medieval;Urban;EMA;Coast;0.2500;Puglia;Southern Italy;4;7;Cartledge et al 1992;18.48976365341554;40.1459778727142;93;141;127;35;10;0;51;199;36
210;Otranto, Phase 4;Medieval;Urban;EMA;Coast;0.3333;Puglia;Southern Italy;9;11;Cartledge et al 1992;18.48976365341554;40.1459778727142;164;45;193;88;46;0;53;5;0
210;Otranto, Phase 4;Medieval;Urban;Ma;Coast;0.3333;Puglia;Southern Italy;9;11;Cartledge et al 1992;18.48976365341554;40.1459778727142;164;45;193;88;46;0;53;5;0
210;Otranto, Phase 5;Norman;Urban;Ma;Coast;0.5000;Puglia;Southern Italy;11;12;Cartledge et al 1992;18.48976365341554;40.1459778727142;220;82;211;152;33;0;65;7;0
234;Colle Castellano, Phase 1;Early Medieval;Urban;EMA;Hill;0.5000;Molise;Southern Italy;9;10;Hodges et al 2006;14.111965302686905;41.55669229775053;20;5;32;0;0;0;;1;0
234;Colle Castellano, Phase 1;Early Medieval;Urban;Ma;Hill;0.5000;Molise;Southern Italy;9;10;Hodges et al 2006;14.111965302686905;41.55669229775053;20;5;32;0;0;0;;1;0
234;Colle Castellano, Phase 3-4;Medieval;Urban;EMA;Hill;0.5000;Molise;Southern Italy;10;11;Hodges et al 2006;14.111965302686905;41.55669229775053;40;35;57;0;0;0;;1;0
234;Colle Castellano, Phase 3-4;Medieval;Urban;Ma;Hill;0.5000;Molise;Southern Italy;10;11;Hodges et al 2006;14.111965302686905;41.55669229775053;40;35;57;0;0;0;;1;0
237;Saepinum, 50-75 CE;Roman;Urban;LR;Plain;1.0000;Molise;Southern Italy;1;1;Leguilloux 2014;14.618500271647658;41.43264870943899;50;7;26;1;1;0;;0;0
237;Saepinum, late 1st c. CE - 2nd c. CE;Roman;Urban;R;Plain;0.5000;Molise;Southern Italy;1;2;Leguilloux 2014;14.618500271647658;41.43264870943899;151;51;79;8;4;0;;0;0
237;Saepinum, 5th c. CE;Roman;Urban;LR;Plain;1.0000;Molise;Southern Italy;5;5;Leguilloux 2014;14.618500271647658;41.43264870943899;173;76;152;9;2;0;;3;0
238;Pompei, I 5, tannery;Roman;Urban;R;Coast;1.0000;Campania;Southern Italy;-1;-1;Leguilloux 2014;14.490117630652058;40.748856493078584;173;34;141;0;0;0;;0;0
239;Pompei, I 5, domus, 1st half of 1st c. CE;Roman;Urban;R;Coast;1.0000;Campania;Southern Italy;1;1;Leguilloux 2014;14.490117630652058;40.748856493078584;137;4;48;0;0;0;;0;0
240;Pompei, I 5, street;Roman;Urban;R;Coast;1.0000;Campania;Southern Italy;1;1;Leguilloux 2014;14.490117630652058;40.748856493078584;319;98;188;0;0;0;;0;0
239;Pompei, I 5, domus, 62-79 CE;Roman;Urban;R;Coast;1.0000;Campania;Southern Italy;1;1;Leguilloux 2014;14.490117630652058;40.748856493078584;344;35;214;0;0;0;;0;0
242;Cuma, Survey 25;Roman;Urban;R;Hilltop;1.0000;Campania;Southern Italy;-1;-1;Leguilloux 2014;14.05405619932296;40.84789152589252;144;22;60;0;0;0;;0;0
243;Cuma, Survey G70;Roman;Urban;R;Hilltop;1.0000;Campania;Southern Italy;1;1;Leguilloux 2014;14.05405619932296;40.84789152589252;114;40;21;0;0;0;;0;0
244;Cuma, Survey 3, 450-530 CE;Early Medieval;Urban;LR;Hilltop;0.5000;Campania;Southern Italy;5;6;Leguilloux 2014;14.05405619932296;40.84789152589252;40;32;66;0;0;0;;0;0
244;Cuma, Survey 3, 450-530 CE;Early Medieval;Urban;EMA;Hilltop;0.5000;Campania;Southern Italy;5;6;Leguilloux 2014;14.05405619932296;40.84789152589252;40;32;66;0;0;0;;0;0
244;Cuma, Survey 3, 530-550 CE;Byzantine;Urban;LR;Hilltop;0.5000;Campania;Southern Italy;5;6;Leguilloux 2014;14.05405619932296;40.84789152589252;153;36;310;0;0;0;;0;0
244;Cuma, Survey 3, 530-550 CE;Byzantine;Urban;EMA;Hilltop;0.5000;Campania;Southern Italy;5;6;Leguilloux 2014;14.05405619932296;40.84789152589252;153;36;310;0;0;0;;0;0
244;Cuma, Survey 3, 580-600 CE;Byzantine;Urban;EMA;Hilltop;1.0000;Campania;Southern Italy;6;6;Leguilloux 2014;14.05405619932296;40.84789152589252;77;23;93;0;0;0;;0;0
241;Herdonia, domus B, 2nd-3rd c. CE;Roman;Urban;R;Plain;0.5000;Puglia;Southern Italy;2;3;Leguilloux 2000;15.623393862979581;41.31055375187195;535;410;488;47;55;0;60;136;0
241;Herdonia, domus B, 2nd-3rd c. CE;Roman;Urban;LR;Plain;0.5000;Puglia;Southern Italy;2;3;Leguilloux 2000;15.623393862979581;41.31055375187195;535;410;488;47;55;0;60;136;0
241;Herdonia, domus B, 4th-5th c. CE;Late Roman;Urban;LR;Plain;0.5000;Puglia;Southern Italy;4;5;Leguilloux 2000;15.623393862979581;41.31055375187195;133;157;216;19;9;0;20;10;0
241;Herdonia, domus B, wastepit, 4th-5th c. CE;Late Roman;Urban;LR;Plain;0.5000;Puglia;Southern Italy;4;5;Oronzo 2000;15.623393862979581;41.31055375187195;8;16;308;33;0;0;10;2;0
242;Vagnari, pit 4021;Roman;Rural;R;Hill;0.5000;Puglia;Southern Italy;-2;-1;Trentacoste 2022;16.274555989653205;40.83289782302369;9;1;16;0;1;1;4;0;0
243;Vagnari II, phases 2-6;Roman;Rural;R;Hill;0.3333;Puglia;Southern Italy;1;3;Trentacoste 2022;16.274555989653205;40.83289782302369;114;52;129;4;23;0;148;36;0
243;Vagnari II, Phase 2;Roman;Rural;R;Hill;0.3333;Puglia;Southern Italy;1;3;Trentacoste 2022;16.274555989653205;40.83289782302369;114;52;129;4;23;0;148;36;0
243;Vagnari II, Phase 3;Roman;Rural;R;Hill;0.3333;Puglia;Southern Italy;1;3;Trentacoste 2022;16.274555989653205;40.83289782302369;114;52;129;4;23;0;148;36;0
243;Vagnari II, Phase 4;Roman;Rural;R;Hill;0.3333;Puglia;Southern Italy;1;3;Trentacoste 2022;16.274555989653205;40.83289782302369;114;52;129;4;23;0;148;36;0
243;Vagnari II, Phase 5;Roman;Rural;R;Hill;0.3333;Puglia;Southern Italy;1;3;Trentacoste 2022;16.274555989653205;40.83289782302369;114;52;129;4;23;0;148;36;0
243;Vagnari II, phases 2-6;Roman;Rural;LR;Hill;0.3333;Puglia;Southern Italy;1;3;Trentacoste 2022;16.274555989653205;40.83289782302369;114;52;129;4;23;0;148;36;0
243;Vagnari II, Phase 2;Roman;Rural;LR;Hill;0.3333;Puglia;Southern Italy;1;3;Trentacoste 2022;16.274555989653205;40.83289782302369;114;52;129;4;23;0;148;36;0
243;Vagnari II, Phase 3;Roman;Rural;LR;Hill;0.3333;Puglia;Southern Italy;1;3;Trentacoste 2022;16.274555989653205;40.83289782302369;114;52;129;4;23;0;148;36;0
243;Vagnari II, Phase 4;Roman;Rural;LR;Hill;0.3333;Puglia;Southern Italy;1;3;Trentacoste 2022;16.274555989653205;40.83289782302369;114;52;129;4;23;0;148;36;0
243;Vagnari II, Phase 5;Roman;Rural;LR;Hill;0.3333;Puglia;Southern Italy;1;3;Trentacoste 2022;16.274555989653205;40.83289782302369;114;52;129;4;23;0;148;36;0
244;Botromagno, Phase 8;Roman;Rural;R;Hill;0.3333;Puglia;Southern Italy;-2;1;Watson 1992;16.400638846751747;40.818185301779906;93;57;250;0;37;0;;127;14
245;Botromagno, villa - pit F202 ;Roman;Rural site, villa;R;Hill;1.0000;Puglia;Southern Italy;-1;-1;Small et al 1994;16.400638846751747;40.818185301779906;70;7;213;0;45;13;2;4;0
246;Masseria Ciccotti;Roman;Rural site, villa;R;Hill;0.3333;Basilicata;Southern Italy;1;3;Gualtieri et al 1994;16.036706214454334;40.76002365438153;140;90;185;0;0;0;;0;0
246;Masseria Ciccotti;Roman;Rural site, villa;LR;Hill;0.3333;Basilicata;Southern Italy;1;3;Gualtieri et al 1994;16.036706214454334;40.76002365438153;140;90;185;0;0;0;;0;0
247;San Pietro di Tolve;Late Roman;Rural site, villa;LR;Hill;1.0000;Basilicata;Southern Italy;3;3;Flesca and Delussu 2005;16.019806580140468;40.71102385373892;38;50;21;7;3;0;2;2;0
250;Apigliano, 8th-10th c.;Byzantine;Rural;EMA;Plain;0.5000;Puglia;Southern Italy;8;10;De Grossi Mazzorin and De Venuto 2015;18.269140461849993;40.20095884213332;25;24;130;5;0;0;;2;0
250;Apigliano, 10th-12th c.;Byzantine;Rural;EMA;Plain;0.5000;Puglia;Southern Italy;10;12;De Grossi Mazzorin and De Venuto 2015;18.269140461849993;40.20095884213332;87;84;100;52;7;4;;3;1
250;Apigliano, 10th-12th c.;Byzantine;Rural;Ma;Plain;0.5000;Puglia;Southern Italy;10;12;De Grossi Mazzorin and De Venuto 2015;18.269140461849993;40.20095884213332;87;84;100;52;7;4;;3;1
255;Pompei, forum, 1st c. BCE - early 1st c. CE;Roman;Urban;R;Coast;0.5000;Campania;Southern Italy;-1;1;King 1997;14.484685288877253;40.74943486118967;975;206;295;0;0;0;;0;0
255;Pompei, forum, early/middle 1st c. CE;Roman;Urban;R;Coast;1.0000;Campania;Southern Italy;1;1;King 1997;14.484685288877253;40.74943486118967;313;53;136;0;0;0;;0;0
256;Naples, Carminiello ai Mannesi, Phase 3;Roman;Urban;R;Coast;1.0000;Campania;Southern Italy;1;1;King 1994;14.260354422228191;40.851330158684014;97;8;32;0;0;0;;0;0
256;Naples, Carminiello ai Mannesi, Phase 4;Roman;Urban;R;Coast;0.5000;Campania;Southern Italy;2;3;King 1994;14.260354422228191;40.851330158684014;66;2;35;0;0;0;;0;0
256;Naples, Carminiello ai Mannesi, Phase 4;Roman;Urban;LR;Coast;0.5000;Campania;Southern Italy;2;3;King 1994;14.260354422228191;40.851330158684014;66;2;35;0;0;0;;0;0
256;Naples, Carminiello ai Mannesi, Phase 6;Late Roman;Urban;LR;Coast;1.0000;Campania;Southern Italy;5;5;King 1994;14.260354422228191;40.851330158684014;62;5;36;0;0;0;;0;0
256;Naples, Carminiello ai Mannesi, Phase 7;Byzantine;Urban;EMA;Coast;0.5000;Campania;Southern Italy;5;6;King 1994;14.260354422228191;40.851330158684014;672;171;1085;0;0;0;;0;0
256;Naples, Carminiello ai Mannesi, Phase 7;Byzantine;Urban;LR;Coast;0.5000;Campania;Southern Italy;5;6;King 1994;14.260354422228191;40.851330158684014;672;171;1085;0;0;0;;0;0
256;Naples, Carminiello ai Mannesi, Phase 8;Byzantine;Urban;EMA;Coast;0.5000;Campania;Southern Italy;6;7;King 1994;14.260354422228191;40.851330158684014;686;140;820;0;0;0;;0;0
257;Naples, S. Patrizia, 4th c.;Late Roman;Urban;LR;Coast;1.0000;Campania;Southern Italy;4;4;King 1997;14.25599720601681;40.85365085480501;431;9;107;0;0;0;;0;0
257;Naples, S. Patrizia, 8th-9th c.;Byzantine;Urban;EMA;Coast;0.5000;Campania;Southern Italy;8;9;King 1997;14.25599720601681;40.85365085480501;25;6;38;0;0;0;;0;0
258;Naples, Girolamini complex;Late Roman;Urban;LR;Coast;1.0000;Campania;Southern Italy;4;4;King 1997;14.25852467556108;40.85192233484586;416;52;295;0;0;0;;0;0
259;Naples, via S. Paolo;Byzantine;Urban;LR;Coast;0.5000;Campania;Southern Italy;5;6;King 1997;14.256087106342106;40.851825142530735;80;30;54;0;0;0;;0;0
259;Naples, via S. Paolo;Byzantine;Urban;EMA;Coast;0.5000;Campania;Southern Italy;5;6;King 1997;14.256087106342106;40.851825142530735;80;30;54;0;0;0;;0;0
276;Pantanello, kiln deposit, 2nd c. BCE - 1st c. CE;Roman;Urban;R;Coast;0.3333;Basilicata;Southern Italy;-2;1;Bökönyi et al 2010;16.78639640901673;40.389637299777654;108;641;395;7;147;0;;267;11
277;San Biagio;Late Roman;Rural;LR;Coast;0.5000;Basilicata;Southern Italy;3;4;Coleman Carter 2012;16.747757508524185;40.38960273386118;163;31;323;29;8;0;;6;0
168;Pompei, VI, 1, 9.10.23, House of the Surgeon, Late 1st c. BCE - Early 1st c. CE;Roman;Urban;R;Coast;0.5000;Campania;Southern Italy;-1;1;Richardson 2018;14.481851060152305;40.75159883733663;246;49;105;30;34;0;;1;2
168;Pompei, VI, 1, 9.10.23, House of the Surgeon, 1st c. CE;Roman;Urban;R;Coast;1.0000;Campania;Southern Italy;1;1;Richardson 2018;14.481851060152305;40.75159883733663;233;5;112;25;16;0;;3;0
293;Capua, proprietà Carrillo, 2nd-5th c.;Late Roman;Urban;R;Plain;0.2500;Campania;Southern Italy;4;5;Arthur and King 1987;14.212860908920236;41.10486363342516;56;8;20;0;0;0;;0;0
293;Capua, proprietà Carrillo, 2nd-5th c.;Late Roman;Urban;LR;Plain;0.2500;Campania;Southern Italy;4;5;Arthur and King 1987;14.212860908920236;41.10486363342516;56;8;20;0;0;0;;0;0
294;Matrice, 1st c. CE;Roman;Rural site, villa;R;Hill;1.0000;Molise;Southern Italy;1;1;King 1999;14.709681597111247;41.61448529336066;120;55;87;0;0;0;;0;0
294;Matrice, 2nd-3rd c. CE;Roman;Rural site, villa;R;Hill;0.5000;Molise;Southern Italy;2;3;King 1999;14.709681597111247;41.61448529336066;237;37;119;0;0;0;;0;0
294;Matrice, 2nd-3rd c. CE;Roman;Rural site, villa;LR;Hill;0.5000;Molise;Southern Italy;2;3;King 1999;14.709681597111247;41.61448529336066;237;37;119;0;0;0;;0;0
294;Matrice, 4th-5th c. CE;Late Roman;Rural site, villa;LR;Hill;0.5000;Molise;Southern Italy;4;5;King 1999;14.709681597111247;41.61448529336066;412;91;313;0;0;0;;0;0
295;Pompei, VII, 13, House of Ganymede, 2nd c. BCE - 1st c. CE;Roman;Urban;R;Coast;0.3333;Campania;Southern Italy;-2;1;King 1999;14.486249599917107;40.74963904112846;71;188;333;0;0;0;;0;0
295;Pompei, VII, 13, House of Ganymede, 1st c. BCE - middle 1st c. CE;Roman;Urban;R;Coast;0.5000;Campania;Southern Italy;-1;1;King 1999;14.486249599917107;40.74963904112846;34;20;31;0;0;0;;0;0
296;S. Potito-Ovindoli;Roman;Rural site, villa;R;Mountain;0.3330;Abruzzo;Southern Italy;1;3;King 1999;13.515164633813093;42.121163418347116;121;60;58;0;0;0;;0;0
296;S. Potito-Ovindoli;Roman;Rural site, villa;LR;Mountain;0.3330;Abruzzo;Southern Italy;1;3;King 1999;13.515164633813093;42.121163418347116;121;60;58;0;0;0;;0;0
300;Monte Irsi;Roman;Rural;R;Hill;1.0000;Basilicata;Southern Italy;-1;-1;Trentacoste et al 2021;16.31785059914111;40.72273824954413;17;13;14;0;0;0;;0;0
302;Cantone;Roman;Necropolis;R;Plain;0.5000;Abruzzo;Southern Italy;-1;1;Trentacoste et al 2021;13.892902562506437;42.03713491254093;551;5;268;0;0;0;;0;0
303;Campochiaro;Late Roman;Religious;LR;Mountain;0.2000;Molise;Southern Italy;4;5;Trentacoste et al 2021;14.506617460417218;41.447769633688345;262;113;218;0;0;0;;0;0
